0,Title,PackageName,URL,Publisher,PrintISSN,OnlineISSN,ManagedCoverageBegin,ManagedCoverageEnd,RealBegin,RealEnd,FreeBegin,FreeEnd,Exp == Real,Exp < Free
3327,"Organisationsberatung, Supervision, Coaching",SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11613,VS Verlag für Sozialwissenschaften (GWV),1618-808X,1862-2577,2000-01-01,Present,,,,,,
3328,Österreichische Zeitschrift für Soziologie,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11614,Springer Science+Business Media B.V.,1011-0070,1862-2585,2001-01-01,Present,,,,,,
3329,Berliner Journal für Soziologie,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11609,Springer Science+Business Media B.V.,0863-1808,1862-2593,2000-01-01,Present,,,,,,
3330,Datenschutz und Datensicherheit,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11623,Springer Science+Business Media B.V.,1614-0702,1862-2607,2006-01-01,Present,,,,,,
3331,Gruppendynamik und Organisationsberatung,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11612,Springer,1618-7849,1862-2615,2000-01-01,2015-12-31,,,,,,
3332,Science in China Series A: Mathematics,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11425,Springer Science+Business Media B.V.,2095-0519,1862-2763,2003-01-01,2009-12-31,,,,,,
3333,"Science in China. Series B, chemistry",SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11426,Springer Science+Business Media B.V.,1006-9291,1862-2771,1997-01-01,2009-12-31,,,,,,
3334,Science China Life Sciences=中国科学 生命科学(英文版),SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11427,Springer Science+Business Media B.V.,1006-9305,1862-2798,1997-01-01,2009-12-31,,,,,,
3335,Science in China Series D: Earth Sciences,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11430,Springer Science+Business Media B.V.,1006-9313,1862-2801,1997-01-01,2009-12-31,,,,,,
3336,"Science in China. Series E, Technological Sciences",SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11431,Springer Science+Business Media B.V.,1006-9321,1862-281X,1997-01-01,2009-12-31,,,,,,
3337,Science in China Series F: Information Sciences,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11432,Springer Science+Business Media B.V.,1009-2757,1862-2836,2001-01-01,2009-12-31,,,,,,
3338,Science in China Series G: Physics Mechanics and Astronomy,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11433,Springer Science+Business Media B.V.,1672-1799,1862-2844,2003-01-01,2009-12-31,,,,,,
3339,Politische Vierteljahresschrift (Springer),SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11615,Nomos Verlagsgesellschaft mbH & Co. KG,0032-3470,1862-2860,2000-01-01,2010-12-31,,,,,,
3340,Archives of Osteoporosis,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11657,Springer Verlag London Ltd,1862-3522,1862-3514,2006-01-01,Present,,,,,,
3341,Sustainability science,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11625,Springer Science+Business Media B.V.,1862-4065,1862-4057,2006-01-01,Present,,,,,,
3342,Optimization letters,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11590,Springer Verlag,1862-4472,1862-4480,2007-01-01,Present,,,,,,
3343,Zeitschrift für Erziehungswissenschaft,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11618,VS Verlag für Sozialwissenschaften (GWV),1434-663X,1862-5215,2000-01-01,Present,,,,,,
3344,Radiation Medicine,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11604,Medical Tribune Incorporated,0288-2043,1862-5274,2006-01-01,2008-12-31,,,,,,
3345,Advances in Data Analysis and Classification,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11634,Springer Science+Business Media B.V.,1862-5347,1862-5355,2007-01-01,Present,,,,,,
3346,Obere Extremität,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11678,Springer Berlin Heidelberg,1862-6599,1862-6602,2006-01-01,Present,,,,,,
3347,"Forensische Psychiatrie, Psychologie, Kriminologie",SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11757,Springer Science+Business Media B.V.,1862-7072,1862-7080,2007-01-01,Present,,,,,,
3348,Service Business,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11628,Springer Verlag,1862-8516,1862-8508,2007-01-01,Present,,,,,,
3349,Best Practice Onkologie,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11654,Springer Verlag,0946-4565,1862-8559,2006-01-01,Present,,,,,,
3350,Mathematics and Financial Economics,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11579,Springer Science+Business Media B.V.,1862-9679,1862-9660,2007-01-01,Present,,,,,,
3351,"Signal, image and video processing",SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11760,Springer Science+Business Media B.V.,1863-1703,1863-1711,2007-01-01,Present,,,,,,
3352,Japanese Journal of Thoracic and Cardiovascular Surgery,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11748,Springer Verlag,1344-4964,1863-2092,1998-01-01,2006-12-31,,,,,,
3353,Seminars in Immunopathology,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/281,Springer Science+Business Media B.V.,1863-2297,1863-2300,1997-01-01,Present,,,,,,
3354,上海英文版 = Journal of Shanghai University (English Edition),SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11741,上海大学,1007-6417,1863-236X,1997-01-01,2011-12-31,,,,,,
3355,Service oriented computing and applications,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11761,Springer Science+Business Media B.V.,1863-2386,1863-2394,2007-01-01,Present,,,,,,
3356,Journal of Robotic Surgery,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11701,Springer Science+Business Media B.V.,1863-2483,1863-2491,2007-01-01,Present,,,,,,
3357,Cliometrica,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11698,Springer Verlag,1863-2505,1863-2513,2007-01-01,Present,,,,,,
3358,Journal of Children's Orthopaedics,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11832,British Editorial Society of Bone & Joint Surgery,1863-2521,1863-2548,2007-01-01,2013-12-31,,,,,,
3359,Brain Structure and Function,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/429,Springer Science+Business Media B.V.,1863-2653,1863-2661,1997-01-01,Present,,,,,,
3360,Wiener Klinische Wochenschrift Education,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11812,Springer,1863-3579,1863-3765,2006-01-01,Present,,,,,,
3361,Irish Journal of Medical Science (1971 -),SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11845,Springer Verlag London Ltd,0021-1265,1863-4362,1997-01-01,Present,,,,,,
3362,International Review of Economics,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12232,Springer Science & Business Media,1865-1704,1863-4613,2006-01-01,Present,,,,,,
3363,Plant biotechnology reports,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11816,Springer Science+Business Media B.V.,1863-5466,1863-5474,2007-01-01,Present,,,,,,
3364,Medizinische Genetik,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11825,Springer Science+Business Media B.V.,0936-5931,1863-5490,2007-01-01,Present,,,,,,
3365,Review of Managerial Science,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11846,Springer Verlag,1863-6683,1863-6691,2007-01-01,Present,,,,,,
3366,General Thoracic and Cardiovascular Surgery,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11748,Springer,1863-6705,1863-6713,2007-01-01,Present,,,,,,
3367,Journal of Phase Equilibria and Diffusion,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11669,Springer Science+Business Media B.V.,1547-7037,1863-7345,1998-01-01,Present,,,,,,
3368,Production Engineering,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11740,Springer Science+Business Media B.V.,0944-6524,1863-7353,2007-01-01,Present,,,,,,
3369,Functional Analysis and Other Mathematics,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11853,Springer Berlin Heidelberg,1991-0061,1863-7914,2006-01-01,2011-12-31,,,,,,
3370,AStA Wirtschafts- und Sozialstatistisches Archiv,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11943,Springer Science+Business Media B.V.,1863-8155,1863-8163,2007-01-01,Present,,,,,,
3371,AStA Advances in Statistical Analysis,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/10182,Springer Science+Business Media B.V.,1863-8171,1863-818X,2004-01-01,Present,,,,,,
3372,TEST,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11749,Springer Science+Business Media B.V.,1133-0686,1863-8260,1997-01-01,Present,,,,,,
3373,TOP,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11750,Springer Science+Business Media B.V.,1134-5764,1863-8279,1997-01-01,Present,,,,,,
3374,Sozial Extra,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12054,Springer Science+Business Media B.V.,0931-279X,1863-8953,2004-01-01,Present,,,,,,
3375,ERA Forum,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12027,Springer Verlag,1612-3093,1863-9038,2000-01-01,Present,,,,,,
3376,ZDM,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11858,Springer Verlag,1863-9690,1863-9704,1997-01-01,Present,,,,,,
3377,European Journal of Trauma and Emergency Surgery,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/68,Springer Science+Business Media B.V.,1863-9933,1863-9941,1997-01-01,Present,,,,,,
3378,Blätter der DGVFM,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11857,Springer Verlag,1864-0281,1864-0303,2003-01-01,2010-12-31,,,,,,
3379,Journal of Business Market Management,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12087,Springer Science+Business Media B.V.,1864-0753,1864-0761,2007-01-01,2010-12-31,,,,,,
3380,Journal of Failure Analysis and Prevention,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11668,Springer Science+Business Media B.V.,1547-7029,1864-1245,2001-01-01,Present,,,,,,
3381,Focus NeuroGeriatrie,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12151,Springer Verlag,1864-1954,1864-1962,2007-01-01,2009-12-31,,,,,,
3382,Letters in Spatial and Resource Sciences,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12076,Springer Verlag,1864-4031,1864-404X,2008-01-01,Present,,,,,,
3383,International Commerce Review,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12146,Springer Science+Business Media B.V.,1864-5739,1864-5747,2007-01-01,2011-12-31,,,,,,
3384,Psychiatrie und Psychotherapie,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11326,Springer,1614-7189,1864-581X,2005-01-01,2011-12-31,,,,,,
3385,Evolutionary  Intelligence,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12065,Springer Science+Business Media B.V.,1864-5909,1864-5917,2008-01-01,Present,,,,,,
3386,Journal of Chemical Biology,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12154,Springer Science+Business Media B.V.,1864-6158,1864-6166,2008-01-01,2017-12-31,,,,,,
3387,Annals of nuclear medicine,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12149,Springer Science+Business Media B.V.,0914-7187,1864-6433,1997-01-01,Present,,,,,,
3388,Aegean Review of the Law of the Sea and Maritime Law,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12180,Springer Verlag,1864-9610,1864-9629,2010-01-01,2013-12-31,,,,,,
3389,Der Kardiologe,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12181,Springer Verlag,1864-9718,1864-9726,2007-01-01,Present,,,,,,
3390,Radiological Physics and Technology,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12194,Springer Science+Business Media B.V.,1865-0333,1865-0341,2008-01-01,Present,,,,,,
3391,Logistics Research,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12159,Springer Science+Business Media B.V.,1865-035X,1865-0368,2009-01-01,2013-12-31,,,,,,
3392,Earth Science Informatics,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12145,Springer Science+Business Media B.V.,1865-0473,1865-0481,2008-01-01,Present,,,,,,
3393,Oral and maxillofacial surgery,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/10006,Springer Berlin Heidelberg,1865-1550,1865-1569,1997-01-01,Present,,,,,,
3394,International Review on Public and Nonprofit Marketing,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12208,Springer Verlag,1865-1984,1865-1992,2004-01-01,Present,,,,,,
3395,Computer Science - Research and Development,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/450,Springer Verlag,1865-2034,1865-2042,1997-01-01,Present,,,,,,
3396,Journal of Applied Mathematics and Computing,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12190,Springer Science+Business Media B.V.,1598-5865,1865-2085,2002-01-01,Present,,,,,,
3397,Zeitschrift für Vergleichende Politikwissenschaft,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12286,Springer Science+Business Media B.V.,1865-2646,1865-2654,2007-01-01,Present,,,,,,
3398,Genes & Nutrition,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12263,BioMed Central,1555-8932,1865-3499,2006-01-01,Present,,,,,,
3399,International Journal of Hematology,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12185,Springer Science+Business Media B.V.,0925-5710,1865-3774,2001-01-01,Present,,,,,,
3400,Journal of Micro - Nano Mechatronics,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12213,Springer Verlag,1865-3928,1865-3936,2008-01-01,2012-12-31,,,,,,
3401,International Journal for Ion Mobility Spectrometry,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12127,Springer Science+Business Media B.V.,1435-6163,1865-4584,2008-01-01,Present,,,,,,
3402,Cellular and Molecular Bioengineering,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12195,Springer Science+Business Media B.V.,1865-5025,1865-5033,2008-01-01,Present,,,,,,
3403,Kidney,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/596,Springer Science+Business Media B.V.,0940-7936,1865-5068,2008-01-01,2010-12-31,,,,,,
3404,memo - Magazine of European Medical Oncology,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12254,Springer Verlag,1865-5041,1865-5076,2008-01-01,Present,,,,,,
3405,Journal of Hematopathology,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12308,Springer Verlag,1868-9256,1865-5785,2008-01-01,Present,,,,,,
3406,European View,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12290,SAGE Publications,1781-6858,1865-5831,2007-01-01,2014-12-31,,,,,,
3407,Clinical Journal of Gastroenterology,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12328,Springer Verlag,1865-7257,1865-7265,2008-01-01,Present,,,,,,
3408,Marketing Review St. Gallen,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11621,Springer Science+Business Media B.V.,1865-6544,1865-7516,2006-01-01,Present,,,,,,
3409,Advances in Therapy,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12325,Springer Healthcare Communications,0741-238X,1865-8652,2000-01-01,Present,,,,,,
3410,Abhandlungen aus dem Mathematischen Seminar der Universität Hamburg,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12188,Springer Science+Business Media B.V.,0025-5858,1865-8784,1997-01-01,Present,,,,,,
3411,Memetic Computing,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12293,Springer Science+Business Media B.V.,1865-9284,1865-9292,2008-01-01,Present,,,,,,
3412,Der MKG-Chirurg,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12285,Springer Verlag,1865-9659,1865-9667,2008-01-01,Present,,,,,,
3413,Zeitschrift für die gesamte Versicherungswissenschaft,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12297,Springer Verlag,0044-2585,1865-9748,1997-01-01,Present,,,,,,
3414,Operational Research,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12351,Springer Science+Business Media B.V.,1109-2858,1866-1505,2001-01-01,Present,,,,,,
3415,Journal of Neurodevelopmental Disorders,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11689,BioMed Central,1866-1947,1866-1955,2009-01-01,2011-12-31,,,,,,
3416,Zeitschrift für Außen- und Sicherheitspolitik,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12399,Springer Science+Business Media B.V.,1866-2188,1866-2196,2008-01-01,Present,,,,,,
3417,School Mental Health,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12310,Springer Science+Business Media B.V.,1866-2625,1866-2633,2008-01-01,Present,,,,,,
3418,Zeitschrift für Energiewirtschaft,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12398,Springer Fachmedien Wiesbaden,0343-5377,1866-2765,2008-01-01,Present,,,,,,
3419,Environmental Earth Sciences,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12665,Springer Science+Business Media B.V.,1866-6280,1866-6299,2009-01-01,Present,,,,,,
3420,Journal of Coal Science & Engineering (China) = 煤炭学报 (英文版),SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12404,Springer Verlag,1006-9097,1866-6566,2008-01-01,2013-12-31,,,,,,
3421,ADHD Attention Deficit and Hyperactivity Disorders,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12402,Springer Verlag,1866-6116,1866-6647,2009-01-01,Present,,,,,,
3422,"Journal of Infrared, Millimeter and Terahertz Waves",SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/10762,Springer Science+Business Media B.V.,1866-6892,1866-6906,1997-01-01,Present,,,,,,
3423,Mathematical Intelligencer,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/283,Springer Science+Business Media B.V.,0343-6993,1866-7414,1997-01-01,Present,,,,,,
3424,Arabian Journal of Geosciences,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12517,Springer Science+Business Media B.V.,1866-7511,1866-7538,2008-01-01,Present,,,,,,
3425,Food Engineering Reviews,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12393,Springer Science+Business Media B.V.,1866-7910,1866-7929,2009-01-01,Present,,,,,,
3426,Applied Geomatics,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12518,Springer Science+Business Media B.V.,1866-9298,1866-928X,2009-01-01,Present,,,,,,
3427,Archaeological and Anthropological Sciences,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12520,Springer Science+Business Media B.V.,1866-9557,1866-9565,2009-01-01,Present,,,,,,
3428,Cognitive Computation,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12559,Springer Verlag New York Inc,1866-9956,1866-9964,2009-01-01,Present,,,,,,
3429,Soziale Passagen,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12592,Springer Science+Business Media B.V.,1867-0180,1867-0199,2009-01-01,Present,,,,,,
3430,Business & Information Systems Engineering,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12599,Springer Science+Business Media B.V.,2363-7005,1867-0202,2008-01-01,Present,,,,,,
3431,Food and Environmental Virology,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12560,Springer Science+Business Media B.V.,1867-0334,1867-0342,2008-01-01,Present,,,,,,
3432,Journal of Biorheology,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12573,Springer Japan,1867-0466,1867-0474,2009-01-01,2013-12-31,,,,,,
3433,World Journal of Pediatrics,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12519,Springer Science+Business Media B.V.,1708-8569,1867-0687,2008-01-01,Present,,,,,,
3434,Journal of Plant Biology,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12374,Springer Science+Business Media B.V.,1226-9239,1867-0725,1997-01-01,Present,,,,,,
3435,Japanese Journal of Radiology,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11604,Springer Science+Business Media B.V.,1867-1071,1867-108X,2006-01-01,Present,,,,,,
3436,地球科学学刊英文版 = Journal of Earth Science,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12583,Springer Science+Business Media B.V.,1674-487X,1867-111X,2009-01-01,Present,,,,,,
3437,Journal of Computing in Higher Education,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12528,Springer Science+Business Media B.V.,1042-1726,1867-1233,1997-01-01,Present,,,,,,
3438,Probiotics and Antimicrobial Proteins,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12602,Springer Science+Business Media B.V.,1867-1306,1867-1314,2009-01-01,Present,,,,,,
3439,Interdisciplinary Sciences: Computational Life Sciences,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12539,Springer Science+Business Media B.V.,1913-2751,1867-1462,2009-01-01,Present,,,,,,
3440,Heilberufe,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/58,Springer Verlag,0017-9604,1867-1535,2008-01-01,Present,,,,,,
3441,Palaeobiodiversity and Palaeoenvironments,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12549,Springer Science+Business Media B.V.,1867-1594,1867-1608,1998-01-01,Present,,,,,,
3442,Marine Biodiversity,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12526,Springer Science+Business Media B.V.,1867-1616,1867-1624,1998-01-01,Present,,,,,,
3443,Mycotoxin Research,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12550,Springer Science+Business Media B.V.,0178-7888,1867-1632,1997-01-01,Present,,,,,,
3444,Race and Social Problems,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12552,Springer Science+Business Media B.V.,1867-1748,1867-1756,2009-01-01,Present,,,,,,
3445,Statistics in Biosciences,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12561,Springer Science+Business Media B.V.,1867-1764,1867-1772,2009-01-01,Present,,,,,,
3446,Sport- und Präventivmedizin,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12534,Springer,1867-1977,1867-1985,2009-01-01,2011-12-31,,,,,,
3447,Bioanalytical Reviews,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12566,Springer,1867-2086,1867-2094,2009-01-01,2012-12-31,,,,,,
3448,International Journal of Stomatology & Occlusion Medicine,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12548,Springer Science+Business Media B.V.,1867-2221,1867-223X,2008-01-01,Present,,,,,,
3449,CHANCE,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/144,Taylor & Francis,0933-2480,1867-2280,2008-01-01,2011-12-31,,,,,,
3450,Biophysical Reviews,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12551,Springer Science+Business Media B.V.,1867-2450,1867-2469,2009-01-01,Present,,,,,,
3451,Geoheritage,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12371,Springer Science+Business Media B.V.,1867-2477,1867-2485,2009-01-01,Present,,,,,,
3452,Mathematical Programming Computation,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12532,Springer Science+Business Media B.V.,1867-2949,1867-2957,2009-01-01,Present,,,,,,
3453,Review of Socionetwork Strategies,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12626,Springer Science+Business Media B.V.,2523-3173,1867-3236,2007-01-01,Present,,,,,,
3454,Environmental Economics and Policy Studies,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/10018,Springer Science+Business Media B.V.,1432-847X,1867-383X,1998-01-01,Present,,,,,,
3455,Journal für Ästhetische Chirurgie,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12631,Springer Berlin Heidelberg,1867-4305,1867-4313,2008-01-01,Present,,,,,,
3456,European Orthopaedics and Traumatology,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12570,Springer Berlin Heidelberg,1867-4569,1867-4577,2001-01-01,Present,,,,,,
3457,PalZ - Paläontologische Zeitschrift,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12542,Springer Science+Business Media B.V.,0031-0220,1867-6812,1997-01-01,Present,,,,,,
3458,Annals of Solid and Structural Mechanics,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12356,Springer Science+Business Media B.V.,1867-6936,1867-6944,2010-01-01,Present,,,,,,
3459,稀有金属英文版 = Rare Metals,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12598,Springer Science+Business Media B.V.,1001-0521,1867-7185,2009-01-01,Present,,,,,,
3460,Zeitschrift für ArbeitsmarktForschung = Journal for Labour Market Research,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12651,Springer Berlin Heidelberg,1614-3485,1867-8343,2009-01-01,Present,,,,,,
3461,地震学报英文版 = Earthquake Science,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11589,Springer Science+Business Media B.V.,1674-4519,1867-8777,2009-01-01,2017-12-31,,,,,,
3462,Der Markt,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12642,Springer,0025-3863,1867-8882,1997-01-01,2012-12-31,,,,,,
3463,Sportwissenschaft,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12662,Springer,0342-2380,1868-1069,1997-01-01,Present,,,,,,
3464,CEAS Space Journal,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12567,Springer Science+Business Media B.V.,1868-2502,1868-2510,2011-01-01,Present,,,,,,
3465,Clinical Oncology and Cancer Research,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11805,Chinese Anti-cancer Association (CACA),1674-5361,1868-324X,2009-01-01,2011-12-31,,,,,,
3466,Energy Systems,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12667,Springer Science+Business Media B.V.,1868-3967,1868-3975,2010-01-01,Present,,,,,,
3467,Cardiovascular Intervention and Therapeutics,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12928,Springer Japan,1868-4300,1868-4297,2010-01-01,Present,,,,,,
3468,Journal of Ambient Intelligence and Humanized Computing,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12652,Springer Science+Business Media B.V.,1868-5137,1868-5145,2010-01-01,Present,,,,,,
3469,China-EU Law Journal,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12689,Springer Verlag,1868-5153,1868-5161,2011-01-01,Present,,,,,,
3470,Electrocatalysis,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12678,Springer Science+Business Media B.V.,1868-2529,1868-5994,2010-01-01,Present,,,,,,
3471,Journal of Community Genetics,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12687,Springer Science+Business Media B.V.,1868-310X,1868-6001,2010-01-01,Present,,,,,,
