Title,PackageName,URL,Publisher,PrintISSN,OnlineISSN,ManagedCoverageBegin,ManagedCoverageEnd,0
Seminars in pain medicine,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/seminars-in-pain-medicine,Elsevier Science,1537-5897,1558-464X,2003-03-01,2005-03-31,1588
Seminars in roentgenology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/seminars-in-roentgenology,Elsevier,0037-198X,1558-4658,1995-01-01,Present,1589
"Seminars in Ultrasound, CT and MRI",ScienceDirect (CRKN),https://www.sciencedirect.com/journal/seminars-in-ultrasound-ct-and-mri,Elsevier,0887-2171,1558-5034,1995-02-01,Present,1590
Techniques in gastrointestinal endoscopy,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/techniques-in-gastrointestinal-endoscopy,Elsevier Science,1096-2883,1558-5050,1999-01-01,Present,1591
Stem Cell Reviews and Reports,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12015,Humana Press Incorporated,1550-8943,1558-6804,2005-01-01,Present,1592
Current hematologic malignancy reports,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11899,Current Medicine Group LLC,1558-8211,1558-822X,2006-01-01,Present,1593
Journal of Surfactants and Detergents,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11743,Wiley-Blackwell,1097-3958,1558-9293,1998-01-01,2017-12-31,1594
Lipids,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11745,Wiley,0024-4201,1558-9307,1997-01-01,2017-12-31,1595
Journal of the American Oil Chemists' Society,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11746,Wiley-Blackwell,0003-021X,1558-9331,1997-01-01,2017-12-31,1596
Hand,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11552,Springer Verlag New York Inc,1558-9447,1558-9455,2006-01-01,Present,1597
The Journal of Geometric Analysis,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12220,Springer Science+Business Media B.V.,1050-6926,1559-002X,1997-01-01,Present,1598
Neuroinformatics (1539-2791),SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12021,Springer Science+Business Media B.V.,1539-2791,1559-0089,2003-01-01,Present,1599
Endocrine pathology,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12022,Springer Science+Business Media B.V.,1046-3976,1559-0097,1997-01-01,Present,1600
Endocrine,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12020,Springer Science+Business Media B.V.,1355-008X,1559-0100,1997-01-01,Present,1601
Clinical reviews in bone and mineral metabolism,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12018,Humana Press Incorporated,1534-8644,1559-0119,2002-01-01,Present,1602
Cardiovascular toxicology,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12012,Springer Science+Business Media B.V.,1530-7905,1559-0259,2001-01-01,Present,1603
Clinical Reviews in Allergy and Immunology,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12016,Springer Science+Business Media B.V.,1080-0549,1559-0267,1997-01-01,Present,1604
Cell biochemistry and biophysics,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12013,Springer Science+Business Media B.V.,1085-9195,1559-0283,1997-01-01,Present,1605
Applied biochemistry and biotechnology,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12010,Springer Science+Business Media B.V.,0273-2289,1559-0291,1997-01-01,Present,1606
Molecular biotechnology,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12033,Springer Science+Business Media B.V.,1073-6085,1559-0305,1997-01-01,Present,1607
Journal of Burn Care & Research,Oxford Journals (CRKN),https://academic.oup.com/jbcr/issue,Oxford University Press,1559-047X,1559-0488,1996-01-01,Present,1608
Biological trace element research,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12011,Springer Science+Business Media B.V.,0163-4984,1559-0720,1997-01-01,Present,1609
International journal of gastrointestinal cancer,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12029,Humana Press Incorporated,1537-3649,1559-0739,2002-01-01,2006-12-31,1610
Journal of Clinical Densitometry,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-clinical-densitometry,Elsevier Health Sciences,1094-6950,1559-0747,1998-03-01,Present,1611
Immunologic research,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12026,Springer Science+Business Media B.V.,0257-277X,1559-0755,1997-01-01,Present,1612
Journal of Molecular Neuroscience,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12031,Springer Science+Business Media B.V.,0895-8696,1559-1166,1997-01-01,Present,1613
NeuroMolecular medicine,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12017,Springer Science+Business Media B.V.,1535-1084,1559-1174,2002-01-01,Present,1614
Molecular neurobiology,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12035,Springer Science+Business Media B.V.,0893-7648,1559-1182,1997-01-01,Present,1615
Medical Oncology,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12032,Humana Press Incorporated,1357-0560,1559-131X,1997-01-01,Present,1616
Contemporary Clinical Trials,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/contemporary-clinical-trials,Elsevier,1551-7144,1559-2030,2005-02-01,Present,1617
Estuaries and Coasts,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12237,Springer Science+Business Media B.V.,1559-2723,1559-2731,1997-01-01,Present,1618
Estuaries,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12237,Allen Press Incorporated,0160-8347,1559-2758,1997-01-01,2005-12-31,1619
Journal of Systems Science & Complexity = ç_éçéôç_ïÎ___Ÿ_Î_ç_ù‰_ó_Î____«(è†±__ˆç__),SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11424,Springer Science+Business Media B.V.,1009-6124,1559-7067,2006-01-01,Present,1620
TechTrends: For Leaders in Education & Training,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11528,Springer Science+Business Media B.V.,8756-3894,1559-7075,1997-01-01,Present,1621
The Review of International Organizations,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11558,Springer Science+Business Media B.V.,1559-7431,1559-744X,2006-01-01,Present,1622
International Journal of Artificial Intelligence in Education,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/40593,Springer Science+Business Media B.V.,1560-4292,1560-4306,2013-01-01,Present,1623
Acoustical Physics,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11441,Springer Science+Business Media B.V.,1063-7710,1562-6865,2000-01-01,Present,1624
Astronomy letters,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11443,Springer Science+Business Media B.V.,1063-7737,1562-6873,2000-01-01,Present,1625
Astronomy reports,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11444,Springer Science+Business Media B.V.,1063-7729,1562-6881,2000-01-01,Present,1626
Crystallography reports,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11445,Springer Science+Business Media B.V.,1063-7745,1562-689X,2000-01-01,Present,1627
Doklady Physics,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11446,Springer Science+Business Media B.V.,1028-3358,1562-6903,2000-01-01,Present,1628
Optics & Spectroscopy,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11449,Springer Science+Business Media B.V.,0030-400X,1562-6911,2000-01-01,Present,1629
Physics of Atomic Nuclei,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11450,Springer Science+Business Media B.V.,1063-7788,1562-692X,2000-01-01,Present,1630
Plasma physics reports,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11452,Springer Science+Business Media B.V.,1063-780X,1562-6938,2000-01-01,Present,1631
Acta Chirurgica Austriaca,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/10353,Blackwell Publishing,0001-544X,1563-2563,1997-01-01,2001-12-31,1632
Acta Chirurgica Austriaca,SpringerLINK Archive (CRKN),https://link.springer.com/journal/volumesAndIssues/10353,Blackwell Publishing,0001-544X,1563-2563,1969-01-01,1996-12-31,1633
Wiener Medizinische Wochenschrift,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/10354,Springer,0043-5341,1563-258X,2003-01-01,Present,1634
The World Bank Research Observer,Oxford Journals (CRKN),https://academic.oup.com/wbro/issue,Oxford University Press,0257-3032,1564-6971,1996-02-01,Present,1635
The World Bank Economic Review,Oxford Journals (CRKN),https://academic.oup.com/wber/issue,Oxford University Press,0258-6770,1564-698X,1996-01-01,Present,1636
Israel Journal of Mathematics,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11856,Springer Science+Business Media B.V.,0021-2172,1565-8511,1997-01-01,Present,1637
Journal d'Analyse Mathí©matique,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11854,Springer Science+Business Media B.V.,0021-7670,1565-8538,1997-01-01,Present,1638
FEMS Yeast Research,Oxford Journals (CRKN),https://academic.oup.com/femsyr/issue,Oxford University Press,1567-1356,1567-1364,2001-04-01,Present,1639
Journal of Poetry Therapy (Human Sciences Press),SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/10938,Human Sciences Press,0889-3675,1567-2344,1997-01-01,2002-12-31,1640
Journal of Molecular Histology,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/10735,Springer Science+Business Media B.V.,1567-2379,1567-2387,2004-01-01,Present,1641
"Infection, Genetics and Evolution",ScienceDirect (CRKN),https://www.sciencedirect.com/journal/infection-genetics-and-evolution,Elsevier,1567-1348,1567-7257,2001-07-01,Present,1642
Advanced Powder Technology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/advanced-powder-technology,Elsevier,0921-8831,1568-5527,1995-01-01,Present,1643
Inflammopharmacology,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/10787,Springer Basel AG,0925-4692,1568-5608,1997-01-01,Present,1644
Research on Chemical Intermediates,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11164,Springer Science+Business Media B.V.,0922-6168,1568-5675,1997-01-01,Present,1645
DNA repair,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/dna-repair,Elsevier,1568-7864,1568-7856,2002-01-22,Present,1646
Matrix Biology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/matrix-biology,Elsevier,0945-053X,1569-1802,1995-02-01,Present,1647
Photonics and Nanostructures - Fundamentals and Applications,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/photonics-and-nanostructures-fundamentals-and-applications,Elsevier,1569-4410,1569-4429,2003-12-01,Present,1648
Dao: a journal of comparative philosophy,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11712,Springer Science+Business Media B.V.,1540-3009,1569-7274,2001-01-01,Present,1649
Annals of Oncology : Official Journal of the European Society for Medical Oncology,Oxford Journals (CRKN),https://academic.oup.com/annonc/issue,Oxford University Press,0923-7534,1569-8041,1996-01-01,Present,1650
Journal of structural and functional genomics,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/10969,Riken Genomic Sciences Center,1345-711X,1570-0267,2000-01-01,Present,1651
Power Technology and Engineering,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/10749,Springer Science+Business Media B.V.,1570-145X,1570-1468,1997-01-01,Present,1652
Energy Efficiency,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12053,Springer Science+Business Media B.V.,1570-646X,1570-6478,2008-01-01,Present,1653
Journal of discrete algorithms,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-discrete-algorithms,Elsevier,1570-8667,1570-8675,2003-02-01,Present,1654
Journal of applied logic,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-applied-logic,Elsevier,1570-8683,1570-8691,2003-02-01,Present,1655
Ad hoc networks,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/ad-hoc-networks,Elsevier,1570-8705,1570-8713,2003-07-01,Present,1656
Electronic notes in discrete mathematics,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/electronic-notes-in-discrete-mathematics,Elsevier,,1571-0653,1999-03-01,Present,1657
Electronic notes in theoretical computer science,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/electronic-notes-in-theoretical-computer-science,Elsevier,,1571-0661,1995-01-01,Present,1658
European journal of radiology extra,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/european-journal-of-radiology-extra,Elsevier Science Limited,,1571-4675,2003-01-01,2011-08-31,1659
Negotiation Journal,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11057,Wiley-Blackwell,0748-4526,1571-9979,1997-01-01,2003-12-31,1660
Design automation for embedded systems,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/10617,Springer Science+Business Media B.V.,0929-5585,1572-8080,1997-01-01,Present,1661
Design automation for embedded systems,SpringerLINK Archive (CRKN),https://link.springer.com/journal/volumesAndIssues/10617,Springer Science+Business Media B.V.,0929-5585,1572-8080,1996-01-01,1996-10-31,1662
Fire Technology,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/10694,Springer Science+Business Media B.V.,0015-2684,1572-8099,1997-01-01,Present,1663
Fire Technology,SpringerLINK Archive (CRKN),https://link.springer.com/journal/volumesAndIssues/10694,Springer Science+Business Media B.V.,0015-2684,1572-8099,1965-02-01,1996-11-30,1664
Formal Methods in System Design,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/10703,Springer Science+Business Media B.V.,0925-9856,1572-8102,1997-01-01,Present,1665
Formal Methods in System Design,SpringerLINK Archive (CRKN),https://link.springer.com/journal/volumesAndIssues/10703,Springer Science+Business Media B.V.,0925-9856,1572-8102,1992-07-01,1996-11-30,1666
International Journal of Speech Technology,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/10772,Springer Science+Business Media B.V.,1381-2416,1572-8110,1997-01-01,Present,1667
International Journal of Speech Technology,SpringerLINK Archive (CRKN),https://link.springer.com/journal/volumesAndIssues/10772,Springer Science+Business Media B.V.,1381-2416,1572-8110,1995-10-01,1997-03-31,1668
International Journal of Wireless Information Networks,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/10776,Springer Science+Business Media B.V.,1068-9605,1572-8129,1997-01-01,Present,1669
International Journal of Wireless Information Networks,SpringerLINK Archive (CRKN),https://link.springer.com/journal/volumesAndIssues/10776,Springer Science+Business Media B.V.,1068-9605,1572-8129,1994-01-01,1996-10-31,1670
Journal of Computational Electronics,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/10825,Springer Science+Business Media B.V.,1569-8025,1572-8137,2002-01-01,Present,1671
Journal of Intelligent Manufacturing,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/10845,Springer Science+Business Media B.V.,0956-5515,1572-8145,1997-01-01,Present,1672
Journal of Intelligent Manufacturing,SpringerLINK Archive (CRKN),https://link.springer.com/journal/volumesAndIssues/10845,Springer Science+Business Media B.V.,0956-5515,1572-8145,1990-03-01,1996-12-31,1673
Mobile Networks and Applications,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11036,Springer Science+Business Media B.V.,1383-469X,1572-8153,1997-01-01,Present,1674
Mobile Networks and Applications,SpringerLINK Archive (CRKN),https://link.springer.com/journal/volumesAndIssues/11036,Springer Science+Business Media B.V.,1383-469X,1572-8153,1996-02-01,1996-10-31,1675
